0,0.47054631,-0.88051867,0.05721048,2.05299807,0.02528522,-0.05135477,-0.99836034,-0.47909030,0.88201296,0.47122136,-0.00190071,-5.62624407,0.10811075,0.39149812,-0.91380596,-2.19382477,-0.99411356,0.03601080,-0.10218385,-0.67459947,-0.00709787,0.91947401,0.39308670,-3.42149782
1,0.82740045,-0.55873007,0.05682586,2.03507972,0.04445978,-0.03570128,-0.99837309,-0.48125169,0.55984980,0.82858080,-0.00469825,-5.63832474,0.10776374,0.39173958,-0.91374350,-2.19449377,-0.99415225,0.03603576,-0.10179766,-0.67533582,-0.00695071,0.91937023,0.39333209,-3.41995263
2,0.03302255,-0.99696314,0.07052684,2.02566147,0.01284913,-0.07013603,-0.99745470,-0.47942856,0.99937201,0.03384474,0.01049401,-5.62208700,0.10800645,0.39209685,-0.91356158,-2.19489646,-0.99412757,0.03639332,-0.10191157,-0.67557955,-0.00671165,0.91920382,0.39372498,-3.41896486
3,0.42510825,-0.90297192,0.06264751,2.79191566,0.02293541,-0.05844469,-0.99802721,-0.45300967,0.90485191,0.42570645,-0.00413531,-5.98762608,0.10800012,0.39249781,-0.91339010,-2.19503832,-0.99412513,0.03602469,-0.10206597,-0.67555922,-0.00715605,0.91904718,0.39408258,-3.41899037
4,0.75286573,-0.65580773,0.05576229,2.79923749,0.03733007,-0.04203912,-0.99841839,-0.45165622,0.65711468,0.75375658,-0.00716847,-5.95625973,0.10813526,0.39249271,-0.91337633,-2.19516349,-0.99411243,0.03633347,-0.10208060,-0.67561406,-0.00687974,0.91903722,0.39411077,-3.41859818
5,0.10687044,-0.99161094,0.07270811,2.79576755,0.02142395,-0.07081336,-0.99725950,-0.45133096,0.99404216,0.10813528,0.01367634,-5.96032095,0.10817987,0.39247206,-0.91337991,-2.19532752,-0.99410754,0.03634648,-0.10212340,-0.67581749,-0.00688242,0.91904551,0.39409134,-3.41902018
6,0.67646098,-0.73421103,0.05774705,2.28114772,0.03342991,-0.04771781,-0.99830133,-0.48180732,0.73571938,0.67724240,-0.00773464,-7.16651106,0.10816588,0.39235771,-0.91343069,-2.19529319,-0.99410570,0.03589590,-0.10230038,-0.67554432,-0.00734991,0.91911209,0.39392769,-3.41920543
7,0.95439291,-0.29513305,0.04506288,2.25995016,0.03954855,-0.02462989,-0.99891406,-0.48250473,0.29592246,0.95513868,-0.01183451,-7.16179180,0.10820146,0.39213783,-0.91352087,-2.19496417,-0.99410313,0.03604681,-0.10227255,-0.67571551,-0.00717540,0.91920000,0.39372572,-3.41900015
8,0.04914226,-0.99701834,0.05949409,2.28929949,0.01179228,-0.05898276,-0.99818939,-0.47942495,0.99872220,0.04975488,0.00885854,-7.11568165,0.10829956,0.39254868,-0.91333282,-2.19457245,-0.99409443,0.03639302,-0.10223434,-0.67553109,-0.00689300,0.91901094,0.39417177,-3.41886282
9,0.63186890,-0.77307850,0.05559987,1.43649542,0.02882559,-0.04824610,-0.99841946,-0.51331693,0.77453911,0.63247293,-0.00820078,-6.50640488,0.10825101,0.39239818,-0.91340321,-2.19460249,-0.99409741,0.03605423,-0.10232551,-0.67556071,-0.00722027,0.91908860,0.39398488,-3.41926718
10,0.89352149,-0.44637585,0.04866117,1.36778021,0.03943080,-0.02995060,-0.99877334,-0.51649582,0.44728574,0.89434421,-0.00916055,-6.51567173,0.10810437,0.39212504,-0.91353786,-2.19488645,-0.99411571,0.03627532,-0.10206891,-0.67549127,-0.00688487,0.91919643,0.39373913,-3.41936111
