0,0.37369865,-0.92547643,0.06198924,0.52467525,0.02405180,-0.05714019,-0.99807644,-0.53956681,0.92723829,0.37447080,0.00090614,-4.42167616,0.10842756,0.39230120,-0.91342396,-2.19416070,-0.99407357,0.03555159,-0.10273221,-0.67548192,-0.00782827,0.91914958,0.39383098,-3.41949487
1,0.80191314,-0.59416276,0.06249750,0.52538782,0.04403089,-0.04554817,-0.99799132,-0.53701532,0.59581590,0.80305421,-0.01036417,-4.39553642,0.10843294,0.39256510,-0.91330993,-2.19425106,-0.99407244,0.03552320,-0.10275269,-0.67512530,-0.00789340,0.91903800,0.39409003,-3.41923952
2,-0.08222257,-0.99423039,0.06888758,0.51334107,-0.00046984,-0.06908297,-0.99761081,-0.53686887,0.99661392,-0.08205846,0.00521302,-4.41872978,0.10835113,0.39223310,-0.91346222,-2.19369411,-0.99407929,0.03521300,-0.10279344,-0.67521578,-0.00815321,0.91919166,0.39372611,-3.41849661
3,0.39273790,-0.91780114,0.05829279,1.16827965,0.02427686,-0.05301714,-0.99829847,-0.51248151,0.91933000,0.39348483,0.00145947,-4.69894695,0.10830631,0.39237595,-0.91340619,-2.19407511,-0.99408442,0.03524016,-0.10273440,-0.67527777,-0.00812190,0.91912967,0.39387152,-3.41896033
4,0.87500459,-0.48142445,0.05096510,1.17385709,0.04013298,-0.03277796,-0.99865657,-0.51162624,0.48244822,0.87587452,-0.00935987,-4.71679640,0.10813364,0.39237967,-0.91342509,-2.19418430,-0.99410534,0.03541714,-0.10247067,-0.67522687,-0.00785648,0.91912127,0.39389646,-3.41921759
5,-0.06548975,-0.99570006,0.06551741,1.19537413,0.00753287,-0.06614984,-0.99778128,-0.51035935,0.99782485,-0.06485088,0.01183258,-4.76387930,0.10837407,0.39274839,-0.91323811,-2.19490480,-0.99408251,0.03595482,-0.10250513,-0.67560536,-0.00742339,0.91894287,0.39432085,-3.41864443
6,0.69905931,-0.71285248,0.05619098,-1.45864356,0.03287319,-0.04646067,-0.99837911,-0.61491013,0.71430767,0.69977337,-0.00904504,-4.13381243,0.10848977,0.39216250,-0.91347611,-2.19478226,-0.99406463,0.03531288,-0.10290086,-0.67552227,-0.00809636,0.91921794,0.39366594,-3.41853023
7,0.89235705,-0.44799247,0.05478707,-1.44079125,0.04103304,-0.04035813,-0.99834239,-0.61379999,0.44946098,0.89312595,-0.01763137,-4.12573195,0.10821516,0.39266863,-0.91329122,-2.19426179,-0.99409384,0.03518166,-0.10266310,-0.67527068,-0.00818145,0.91900688,0.39415663,-3.41918206
8,0.46500030,-0.88314468,0.06188895,-1.45353484,0.02357408,-0.05752997,-0.99806541,-0.61416268,0.88499659,0.46555972,-0.00593215,-4.13545799,0.10813423,0.39276221,-0.91326058,-2.19463801,-0.99410564,0.03549959,-0.10243952,-0.67531013,-0.00781397,0.91895467,0.39428580,-3.41895771
9,0.77380925,-0.63100100,0.05529018,-1.00758195,0.04087384,-0.03736413,-0.99846548,-0.60017139,0.63209856,0.77488178,-0.00312128,-4.74162197,0.10790335,0.39213651,-0.91355669,-2.19424582,-0.99413306,0.03562219,-0.10212999,-0.67523587,-0.00750598,0.91921711,0.39367959,-3.41929483
10,0.98484915,-0.16538261,0.05216093,-0.98834312,0.04911967,-0.02242898,-0.99854106,-0.59740973,0.16631125,0.98597443,-0.01396562,-4.74659061,0.10814486,0.39264414,-0.91331011,-2.19439173,-0.99410635,0.03571494,-0.10235763,-0.67539996,-0.00757129,0.91899675,0.39419237,-3.41909599
11,0.51617813,-0.85379595,0.06776892,-0.98698461,0.03266566,-0.05944229,-0.99769717,-0.59757799,0.85585809,0.51720321,-0.00279301,-4.74790001,0.10791193,0.39257106,-0.91336906,-2.19475365,-0.99413145,0.03558681,-0.10215838,-0.67551208,-0.00760051,0.91903299,0.39410743,-3.41955495
12,0.83795398,-0.54403013,0.04317767,-0.54027277,0.03547656,-0.02464874,-0.99906653,-0.58756530,0.54458654,0.83870357,-0.00135420,-5.34382582,0.10842260,0.39257678,-0.91330612,-2.19447017,-0.99407566,0.03576795,-0.10263658,-0.67533016,-0.00762562,0.91902351,0.39412907,-3.41919422
13,0.47452047,-0.87814218,0.06080025,-0.52010500,0.02784289,-0.05406383,-0.99814928,-0.58460790,0.87980402,0.47533512,-0.00120439,-5.34679794,0.10783737,0.39244121,-0.91343367,-2.19384027,-0.99413759,0.03531217,-0.10219379,-0.67531198,-0.00784970,0.91909903,0.39394850,-3.41939163
14,0.92127573,-0.38545847,0.05169901,-0.49056375,0.04417644,-0.02835342,-0.99862134,-0.58397144,0.38639289,0.92228949,-0.00909314,-5.33979416,0.10831892,0.39270315,-0.91326410,-2.19425225,-0.99408710,0.03575878,-0.10252880,-0.67532670,-0.00760615,0.91896987,0.39425448,-3.41924739
15,0.78000665,-0.62367648,0.05115966,-0.14219689,0.03107093,-0.04305436,-0.99858952,-0.57221329,0.62499940,0.78049600,-0.01420449,-5.79841566,0.10852933,0.39254618,-0.91330659,-2.19451237,-0.99406463,0.03588311,-0.10270309,-0.67556202,-0.00754340,0.91903210,0.39411059,-3.41916251
16,0.99250209,-0.11385653,0.04445532,-0.08261463,0.04221719,-0.02199495,-0.99886638,-0.56789500,0.11470525,0.99325371,-0.01702333,-5.78451824,0.10842673,0.39273527,-0.91323751,-2.19480634,-0.99407524,0.03579192,-0.10263222,-0.67545468,-0.00762074,0.91895485,0.39428917,-3.41926837
17,0.59191233,-0.80390978,0.05804191,-0.07345886,0.03026308,-0.04979442,-0.99830091,-0.56879413,0.80543405,0.59266317,-0.00514515,-5.85340738,0.10818068,0.39246276,-0.91338378,-2.19445348,-0.99410248,0.03571219,-0.10239616,-0.67547691,-0.00756772,0.91907436,0.39401153,-3.41910791
18,0.98593909,-0.16002575,0.04812356,-1.95791996,0.04596536,-0.01716319,-0.99879563,-0.63672137,0.16065896,0.98696363,-0.00956622,-4.39826727,0.10792680,0.39243403,-0.91342616,-2.19410801,-0.99412960,0.03555008,-0.10218909,-0.67501372,-0.00763008,0.91909289,0.39396703,-3.41940761
19,0.94638807,0.32091826,0.03689284,-1.99783921,0.03735597,0.00471592,-0.99929094,-0.63886636,-0.32086468,0.94709516,-0.00752512,-4.38230038,0.10798886,0.39233205,-0.91346264,-2.19421124,-0.99412066,0.03530765,-0.10235958,-0.67508239,-0.00790670,0.91914576,0.39383823,-3.41917992
20,0.87414074,-0.48238257,0.05643588,-1.96707666,0.04541752,-0.03450107,-0.99837214,-0.63736117,0.48354441,0.87528098,-0.00825017,-4.39597273,0.10847452,0.39249393,-0.91333556,-2.19475794,-0.99407393,0.03626848,-0.10247773,-0.67565346,-0.00709658,0.91903925,0.39410216,-3.41987658
21,0.99911994,-0.01805964,0.03785752,-1.95968997,0.03770472,-0.00872782,-0.99925083,-0.63980007,0.01837653,0.99979883,-0.00803921,-5.02612400,0.10810065,0.39231464,-0.91345692,-2.19472718,-0.99411529,0.03618014,-0.10210720,-0.67524713,-0.00700912,0.91911930,0.39391702,-3.41985106
22,0.94367546,0.32914054,0.03380986,-1.94564974,0.04102458,-0.01499756,-0.99904561,-0.63665473,-0.32831934,0.94416189,-0.02765568,-4.98871565,0.10817890,0.39208531,-0.91354609,-2.19412088,-0.99410099,0.03547199,-0.10249370,-0.67514592,-0.00778095,0.91924477,0.39360967,-3.41981697
23,0.87537736,-0.47994325,0.05804328,-1.95905602,0.04246499,-0.04326273,-0.99816084,-0.63768852,0.48157167,0.87623221,-0.01749043,-5.03499603,0.10796139,0.39204526,-0.91358900,-2.19421005,-0.99412763,0.03573819,-0.10214267,-0.67527074,-0.00739450,0.91925150,0.39360133,-3.41995215
